#Complex	IC50	 E_elec	 E_vdw	 E_gbsa	 MD_sasa	 MD_h1	 MD_h2	 MD_h3	 IC_AA	 IC_PP	 IC_CC	 IC_AP	 IC_CP	 IC_AC	 ENM_EXP	 ENM_R6	 RFCB	 RFHA	 ZRANK	 ZRANKr	 DFIRE	 prodigy	 NIS_A	 NIS_C	 foldx
CNE8__VRC03	47.1	-866.531019	-448.017329	1169.501143	-28.024827	13.000000	11.666667	-4.582865	25.000000	8.833333	7.500000	21.000000	13.666667	20.833333	95.525155	242.160084	27.878167	-152.333017	-171.616167	-560.635333	-14.537605	-17.094500	41.900000	19.355000	-11.819567
CNXJ0651_9__VRC03	23.13	-1020.261214	-461.169973	1332.001619	-29.408995	13.333333	11.833333	-4.493052	26.166667	8.666667	9.833333	18.833333	15.333333	21.333333	95.176737	241.724908	30.314500	-132.262667	-159.755833	-540.367500	-15.405290	-16.776167	41.536667	19.430000	-12.023802
CNXJ1081_10__VRC03	4.67	-1104.768946	-516.368358	1430.113541	-30.384787	14.833333	12.833333	-6.489451	32.833333	8.333333	12.333333	20.666667	12.833333	23.166667	97.421980	248.407967	23.595167	-162.777350	-186.230167	-593.563833	-17.384305	-18.492833	42.113333	19.268333	-16.014933
DU151_02__VRC03	34.6	-1877.547727	-510.595634	2121.732220	-31.604251	15.500000	14.000000	-6.207123	27.500000	8.833333	11.000000	23.000000	16.166667	21.500000	97.477772	239.157238	27.362833	-212.817917	-267.658667	-765.225333	-17.189584	-18.904833	40.938333	19.878333	-17.597733
FE__VRC03	2.601	-1510.456177	-496.481934	1781.667126	-30.203561	13.666667	13.000000	-6.582041	27.000000	9.000000	8.500000	22.500000	12.833333	23.500000	97.579221	243.687896	24.390000	-171.497317	-215.899333	-651.614000	-16.410524	-18.326833	41.690000	20.401667	-17.635383
FE_N133Q__VRC03	2.962	-1413.777432	-492.585862	1703.986769	-30.766491	13.166667	12.333333	-6.346568	27.833333	9.166667	9.166667	21.666667	13.833333	24.166667	97.523565	243.550125	24.517167	-148.167300	-223.526000	-674.118167	-16.832523	-18.215167	41.386667	20.295000	-15.597233
FE_N142Q__VRC03	2.944	-1466.717751	-478.374036	1746.077806	-30.135331	13.000000	12.000000	-5.812627	28.000000	8.666667	8.000000	21.000000	13.500000	25.333333	97.504802	243.545398	25.321833	-157.679400	-218.170167	-663.716833	-16.017626	-18.089500	41.406667	20.495000	-15.796867
FE_N197D__VRC03	0.07	-1453.817688	-475.440431	1749.438871	-30.141885	13.000000	11.833333	-6.583720	25.666667	7.166667	8.833333	21.000000	14.666667	23.500000	97.649542	243.617693	26.897333	-109.074600	-207.187833	-619.488000	-15.375442	-18.404000	41.103333	21.368333	-15.609450
FE_N289D__VRC03	2.539	-1545.330834	-500.687744	1805.043756	-30.891969	15.166667	13.666667	-5.773326	29.666667	10.333333	8.833333	22.833333	13.833333	24.000000	97.673677	243.812278	25.602167	-129.806700	-217.224167	-660.548833	-16.713038	-18.110000	41.878333	20.213333	-18.612300
FE_N301Q__VRC03	1.235	-1540.926908	-493.436881	1816.750962	-30.395565	13.500000	12.666667	-6.305593	27.000000	9.333333	9.166667	22.500000	13.500000	24.833333	97.390764	243.409282	23.572667	-138.595433	-216.549500	-654.685167	-16.877175	-18.651833	41.476667	20.243333	-15.301633
FE_N339Q__VRC03	1.799	-1566.417402	-505.232450	1847.570621	-30.994932	14.500000	13.666667	-6.164556	30.166667	9.333333	9.833333	20.500000	13.666667	25.166667	97.588411	243.979428	24.601333	-156.277083	-227.709500	-681.071667	-17.042710	-18.082333	40.825000	20.078333	-18.054033
FE_N355Q__VRC03	1.98	-1503.823482	-490.001891	1793.829228	-30.431333	13.500000	11.833333	-5.914205	26.000000	9.500000	8.166667	21.333333	14.166667	23.666667	97.682512	243.939848	23.551667	-133.696028	-213.679667	-650.449000	-15.861268	-17.554833	41.405000	20.920000	-17.575067
FE_N392Q__VRC03	4.908	-1609.252248	-501.954325	1882.779467	-30.482394	14.833333	12.833333	-6.586227	28.666667	9.500000	8.500000	22.333333	14.000000	24.000000	97.651112	243.720955	24.875500	-148.131322	-232.904833	-684.044333	-16.676267	-18.123667	41.593333	20.765000	-17.409933
FE_N408Q__VRC03	2.938	-1524.334461	-509.730762	1792.597826	-30.834796	14.666667	13.666667	-5.054220	28.833333	8.500000	9.166667	21.666667	14.000000	24.166667	97.620037	243.906678	25.888667	-149.183468	-224.108500	-680.904167	-16.988639	-18.438500	41.156667	20.878333	-17.739017
FE_N411Q__VRC03	3.511	-1619.976321	-507.033397	1914.314844	-31.263180	14.500000	13.500000	-5.853856	29.000000	8.666667	10.333333	21.333333	13.833333	24.666667	97.680472	243.891312	25.561500	-134.063333	-218.273500	-667.262500	-16.845504	-18.599333	41.231667	20.371667	-15.613400
FE_N442Q__VRC03	0.791	-1529.718001	-490.313862	1803.599764	-30.406746	14.500000	13.000000	-6.070124	29.000000	9.166667	9.166667	21.166667	13.333333	24.833333	97.643440	243.983085	23.917167	-162.127417	-217.787667	-654.804500	-16.906197	-18.067667	41.443333	20.611667	-18.193817
FE_N448Q__VRC03	2.917	-1504.163074	-499.515595	1781.949354	-30.834175	13.666667	12.666667	-6.222000	28.833333	9.166667	9.333333	21.500000	14.000000	24.166667	97.593923	243.783215	22.188000	-135.284663	-226.789667	-675.272167	-16.767181	-18.225167	41.243333	20.095000	-16.405100
FE_N463Q__VRC03	2.17	-1613.944126	-503.008827	1881.411098	-30.605103	15.833333	14.666667	-6.149831	29.500000	9.000000	9.666667	20.000000	14.166667	24.833333	97.472825	243.438752	24.098833	-153.902360	-218.915333	-670.090167	-16.251948	-17.723333	41.161667	20.813333	-16.169217
FE_N466Q__VRC03	2.139	-1504.120670	-501.464521	1787.968945	-30.617078	14.166667	13.166667	-6.002803	27.833333	8.833333	8.833333	22.000000	13.833333	23.500000	97.786656	243.984317	23.998833	-148.472617	-216.859667	-662.881667	-16.415914	-18.260667	41.281667	20.720000	-16.545250
FE_N611Q__VRC03	3.103	-1470.489329	-499.808738	1748.568422	-30.006976	13.333333	12.166667	-6.671748	27.833333	9.333333	8.666667	21.166667	13.666667	24.000000	97.613668	243.631771	23.164667	-142.375067	-223.970500	-672.425500	-16.473161	-17.666167	42.001667	20.395000	-19.368650
FE_N625Q__VRC03	3.329	-1473.125542	-497.769752	1767.427809	-30.768499	13.833333	12.833333	-6.370132	26.500000	9.166667	9.666667	22.166667	14.166667	24.500000	97.639092	243.834401	24.674000	-127.078878	-205.286000	-646.181500	-16.350319	-18.589500	41.020000	20.890000	-16.665700
FE_N637Q__VRC03	2.812	-1481.909129	-500.324844	1766.719173	-31.122899	14.666667	13.666667	-6.112488	28.500000	9.666667	10.166667	20.833333	14.500000	25.166667	97.555595	243.815362	25.595000	-97.018633	-219.437833	-654.136833	-16.122870	-17.938167	41.691667	20.555000	-15.818733
FE_N88D__VRC03	3.427	-1473.482036	-485.304705	1770.646103	-30.375220	12.666667	11.666667	-6.557943	27.833333	8.833333	9.000000	20.666667	13.833333	24.000000	97.351982	243.623164	23.051167	-140.167690	-213.986833	-637.620667	-16.264871	-17.728167	41.661667	20.638333	-15.351950
H022_7__VRC03	0.26	-1572.356114	-501.879567	1891.874764	-30.319889	13.333333	12.166667	-5.774119	28.666667	8.166667	14.500000	20.666667	12.166667	24.666667	97.150290	248.737794	25.798167	-111.962683	-184.503833	-589.102833	-16.549828	-19.223167	41.730000	20.113333	-14.426500
H029_12__VRC03	0.27	-1539.857066	-488.381532	1809.025908	-30.220459	14.000000	13.166667	-4.354355	26.666667	8.833333	9.000000	18.500000	18.000000	21.833333	95.551533	241.587155	28.876167	-148.735200	-211.609167	-632.955667	-16.296019	-16.422833	41.798333	19.650000	-15.009600
H031_7__VRC03	0.29	-1423.909551	-461.794673	1702.765811	-29.659711	16.000000	15.000000	-3.666550	21.166667	10.500000	11.333333	20.000000	19.666667	17.333333	94.567465	243.273924	25.694333	-123.211300	-205.450000	-585.215333	-15.318329	-16.064167	41.920000	18.960000	-14.676333
H061_14__VRC03	0.19	-1430.360703	-516.130968	1718.671982	-30.263814	14.666667	13.666667	-6.234049	28.000000	11.333333	10.666667	20.166667	15.833333	23.500000	96.211683	243.978480	25.040167	-108.228130	-202.153667	-596.877500	-16.657704	-16.957000	40.613333	20.468333	-14.552633
H077_31__VRC03	0.05	-1379.166249	-511.666591	1656.390635	-31.113987	15.333333	14.833333	-6.100627	32.166667	8.666667	11.166667	18.500000	17.166667	25.000000	97.731086	249.681445	25.414333	-139.293333	-196.138167	-592.420833	-16.928228	-17.682667	41.425000	19.068333	-16.102000
H078_14__VRC03	5.7	-1158.791242	-455.261464	1427.341714	-27.987860	13.333333	12.333333	-4.239339	22.833333	8.500000	8.500000	20.500000	12.333333	24.833333	94.868856	243.973715	27.154667	-209.546500	-183.223833	-588.390833	-15.221667	-17.994333	40.958333	20.588333	-15.304950
H080_23__VRC03	0.15	-1225.100032	-451.448457	1522.778910	-28.894775	15.833333	14.833333	-3.522110	20.166667	9.333333	10.833333	19.666667	16.666667	20.000000	94.530992	243.469545	31.379667	-101.229437	-188.293667	-558.787500	-14.897802	-16.729167	42.256667	19.080000	-14.085267
HT593_1__VRC03	0.20851	-1402.207247	-506.895449	1679.552372	-30.240078	15.500000	14.000000	-5.966466	27.166667	10.000000	9.166667	23.333333	16.666667	23.000000	96.847840	250.803497	24.108500	-161.181217	-210.632500	-646.061167	-16.766175	-18.570500	41.195000	19.403333	-17.408983
HXB2__VRC03	0.04522	-1798.005282	-485.519611	2073.522043	-30.568456	14.666667	13.500000	-6.274465	27.500000	9.833333	10.500000	20.666667	15.166667	23.500000	97.235996	245.263571	24.390167	-110.917867	-207.351333	-612.720667	-15.923896	-17.704500	41.323333	19.766667	-13.196993
JRCSF__VRC03	0.16193	-1664.769808	-488.038131	1955.134897	-30.492503	14.666667	13.333333	-5.898855	26.833333	9.166667	14.666667	18.833333	12.666667	27.166667	96.870001	243.809180	30.130667	-126.162733	-211.553833	-657.441500	-16.389626	-18.541333	40.696667	21.446667	-14.295833
JRFL__VRC03	0.00794	-1133.011447	-451.438915	1456.046791	-28.556077	11.666667	10.166667	-4.035878	24.333333	7.500000	9.333333	20.166667	12.666667	22.666667	95.185930	242.313737	28.733167	-160.941420	-174.413167	-573.327000	-15.036173	-17.764000	41.941667	20.665000	-11.139625
KER2008_12__VRC03	0.41869	-1646.982062	-509.453948	1956.590153	-31.053775	16.000000	14.500000	-5.811351	26.166667	9.333333	10.666667	21.833333	18.666667	19.833333	97.627001	245.988764	26.750500	-206.074967	-210.069500	-625.823333	-15.978548	-17.702167	40.943333	20.455000	-15.928917
KER2018_11__VRC03	0.40179	-1673.987370	-495.448492	1957.031064	-30.860147	16.833333	15.166667	-5.642207	28.333333	10.166667	11.500000	20.166667	17.333333	24.000000	97.284068	244.604551	28.605500	-141.212667	-193.194333	-611.616000	-16.075162	-17.545167	42.300000	19.106667	-12.953582
KNH1209_18__VRC03	30.52048	-1516.363412	-522.846032	1794.278170	-31.066087	16.000000	13.833333	-5.436971	28.500000	9.333333	8.500000	23.666667	16.500000	21.500000	97.857040	244.645543	22.976667	-202.833952	-213.295833	-640.436667	-16.492235	-18.568333	41.236667	19.256667	-15.959683
MN_3__VRC03	0.03501	-1943.688666	-474.626809	2167.445102	-30.171725	15.666667	15.166667	-6.370061	28.500000	9.166667	15.166667	19.166667	12.666667	24.000000	97.181185	247.489849	26.780167	-60.840252	-208.115167	-623.562167	-16.034851	-18.464167	40.031667	20.091667	-15.281867
MW965_26__VRC03	4.23227	-1293.884659	-454.290413	1587.963494	-28.788132	12.666667	11.333333	-2.947006	25.333333	8.833333	9.333333	16.833333	12.666667	23.333333	94.887695	242.923181	29.505667	-51.619098	-184.594667	-579.822500	-14.596259	-16.071833	41.488333	19.770000	-11.332618
NKU3006_EC1__VRC03	0.0747	-1285.709753	-513.909068	1614.596908	-30.412753	12.500000	11.666667	-6.180634	29.500000	10.000000	9.166667	21.333333	17.333333	22.166667	97.871779	247.023044	26.858833	-170.344967	-209.396833	-658.591833	-16.291264	-17.338500	41.248333	20.473333	-15.615337
P1981_C5_3__VRC03	0.68	-1536.361366	-506.378652	1826.654153	-31.156295	16.000000	14.500000	-4.062261	27.000000	6.666667	10.833333	19.333333	13.666667	26.666667	95.851544	239.802277	25.927500	-101.345067	-197.113333	-607.007667	-16.571949	-18.864833	42.348333	19.623333	-12.558213
PRB926_04_A9_4237__VRC03	0.04	-1171.026607	-464.043619	1478.829550	-28.285056	11.333333	10.666667	-5.028564	24.833333	9.166667	8.500000	19.166667	16.000000	20.666667	95.110544	244.522480	27.647000	-217.666950	-180.917667	-590.110167	-15.402693	-16.087833	42.606667	19.853333	-13.942950
PVO_4__VRC03	0.48359	-1070.948499	-466.202250	1362.680844	-29.069169	13.666667	12.666667	-4.567352	24.333333	9.166667	9.166667	18.500000	14.333333	23.500000	95.600265	248.445095	27.533000	-122.910912	-183.505667	-559.112667	-15.835510	-16.660167	41.633333	19.858333	-12.796287
Q168_A2__VRC03	3.22581	-1723.739302	-510.100403	1995.623749	-31.240412	15.333333	14.166667	-5.956238	28.500000	9.833333	8.833333	23.166667	18.000000	20.500000	97.907455	241.128123	22.899500	-247.471133	-219.338000	-649.020500	-17.205095	-17.845500	41.680000	19.838333	-17.842900
Q23_17__VRC03	0.05162	-1791.915032	-502.218800	2031.581608	-30.875075	16.000000	14.833333	-5.987178	29.000000	9.333333	12.333333	21.166667	14.333333	22.166667	97.913838	242.529140	24.039167	-256.432333	-240.342500	-720.614667	-16.736761	-18.052500	41.991667	19.978333	-16.723800
Q259_17__VRC03	0.02236	-1401.343459	-439.211456	1662.149071	-28.486575	14.833333	13.166667	-3.302582	25.333333	6.833333	8.500000	14.833333	16.000000	22.000000	94.606079	240.099216	21.959500	-225.798185	-182.210667	-587.501000	-15.092866	-15.373667	42.075000	20.065000	-13.350272
Q259_W6__VRC03	0.055	-1858.054554	-490.330570	2087.057715	-31.344714	17.000000	15.166667	-5.763748	31.000000	8.500000	13.333333	17.500000	13.500000	25.166667	97.661029	241.480365	24.194000	-151.175350	-212.062000	-658.846000	-16.927264	-17.564500	41.780000	19.841667	-14.040900
Q769_D22__VRC03	0.02	-1709.638475	-538.423044	1968.281153	-32.007258	16.333333	14.333333	-5.869690	31.833333	8.166667	10.666667	21.833333	12.666667	24.500000	98.018675	246.764551	20.261167	-295.598783	-264.956000	-789.968500	-17.109337	-19.143000	41.463333	19.393333	-20.570617
Q769_H5__VRC03	0.02915	-1433.831942	-535.735451	1739.189268	-31.118122	13.333333	11.833333	-6.250392	31.166667	8.000000	9.833333	22.666667	11.833333	25.833333	97.394407	247.570069	20.519000	-277.451653	-228.180333	-716.029667	-17.118678	-19.696000	41.981667	18.685000	-18.451783
QH0515_1__VRC03	0.1498	-1560.248674	-466.359005	1847.439887	-29.155950	14.166667	12.833333	-5.030106	24.166667	8.500000	8.500000	22.333333	16.166667	18.166667	95.062363	246.022952	29.339667	-189.438933	-219.409000	-649.330167	-15.668265	-17.571000	41.091667	19.830000	-13.870333
QH0692_42__VRC03	0.67032	-1257.272139	-468.809538	1535.226938	-28.926529	14.500000	13.666667	-3.584417	25.333333	8.833333	10.500000	19.833333	12.666667	23.000000	94.935615	247.516796	25.752667	-181.986500	-184.502500	-610.512667	-15.605058	-17.706333	41.148333	19.363333	-14.188767
R2__VRC03	0.035	-1865.524698	-494.445093	2118.394218	-31.016010	15.833333	14.833333	-6.072571	27.000000	8.500000	12.666667	21.666667	16.166667	22.166667	97.004151	248.760799	25.430333	-215.082518	-218.393667	-670.986833	-17.181116	-18.800833	40.550000	20.971667	-15.484533
R2184_C4__VRC03	0.05196	-1031.741308	-462.959821	1345.473040	-29.263462	14.833333	12.666667	-4.007579	20.833333	9.500000	9.333333	21.166667	17.833333	17.833333	95.003676	245.968632	28.303500	-181.604917	-171.657333	-549.387833	-14.613908	-16.742833	40.788333	20.228333	-11.110895
REJO4541_67__VRC03	0.02536	-1676.159278	-507.614742	1941.967468	-30.974759	18.333333	15.333333	-6.482981	28.000000	9.666667	10.833333	19.500000	14.000000	25.833333	97.519310	246.347950	24.668167	-166.229237	-203.207333	-636.725833	-15.724812	-17.742333	41.478333	19.760000	-14.164817
RHPA4259_7__VRC03	2.35229	-1107.591524	-464.456654	1396.859784	-29.010098	14.333333	13.000000	-3.709437	22.666667	9.500000	11.166667	19.333333	13.333333	20.166667	94.194044	242.931774	26.621333	-83.535923	-192.128333	-582.916167	-15.753801	-16.686500	40.963333	20.268333	-13.505717
S018_18__VRC03	0.11306	-1653.898917	-482.706752	1943.086141	-30.214739	15.333333	13.666667	-5.050629	28.166667	8.333333	11.833333	19.666667	16.666667	22.333333	96.065877	238.843766	30.523333	-207.209400	-213.900833	-630.556500	-16.440108	-17.669333	42.513333	19.513333	-15.266450
SC05_8C11_2344__VRC03	0.2	-1304.472365	-453.105498	1612.160825	-28.430125	11.666667	10.833333	-4.061869	25.333333	7.333333	10.333333	15.666667	13.000000	23.500000	94.862315	242.806735	25.144833	-161.326933	-186.382500	-595.417833	-14.674473	-16.435833	41.926667	18.578333	-12.615197
SC422_8__VRC03	0.03341	-1296.777657	-500.758633	1586.317404	-30.372790	15.333333	13.833333	-6.262334	27.833333	11.000000	10.833333	20.000000	14.500000	24.500000	97.499005	244.790413	27.916333	-127.245017	-181.624833	-585.628167	-16.521710	-17.115167	42.820000	18.420000	-15.386850
SF162__VRC03	0.02517	-1642.315578	-485.450383	1906.897925	-30.570700	16.500000	15.166667	-5.972987	26.500000	9.333333	15.166667	18.666667	12.500000	26.333333	97.394839	244.300986	27.020833	-118.356787	-207.183000	-635.360667	-16.568633	-18.314833	42.071667	19.678333	-15.719350
SS1196_1__VRC03	0.02704	-1263.226611	-508.117747	1569.492880	-30.697693	16.500000	15.333333	-6.265361	26.666667	10.833333	10.833333	22.000000	19.333333	24.500000	97.538002	244.175245	29.023500	-85.328600	-201.805833	-583.518167	-16.599487	-18.115000	41.856667	19.520000	-14.327625
T280_5__VRC03	0.0248	-1174.877946	-453.511400	1444.979158	-29.345670	15.166667	13.500000	-3.190089	24.666667	7.666667	8.500000	17.166667	15.833333	22.500000	94.223241	240.346586	20.467333	-209.661250	-188.385833	-598.044167	-15.252278	-16.501833	41.686667	18.443333	-12.350983
TRJO4551_58__VRC03	0.04147	-1589.561066	-497.627987	1895.686601	-30.748544	16.166667	14.333333	-6.261292	26.666667	8.666667	12.166667	22.166667	14.666667	25.833333	97.254524	246.193354	29.794000	-59.573300	-205.978500	-606.066333	-16.496780	-19.464167	41.575000	20.576667	-13.772217
TRO_11__VRC03	0.07624	-1021.245094	-461.758083	1317.455556	-28.684709	13.166667	12.000000	-4.378967	23.500000	9.333333	8.500000	21.666667	14.666667	21.000000	95.149040	247.224118	26.296833	-208.288183	-185.522667	-590.182667	-15.314205	-17.654333	40.293333	19.856667	-13.284867
TZBD_02__VRC03	1.71744	-1281.066387	-455.935646	1560.605182	-28.272873	13.833333	12.833333	-3.403687	25.500000	7.666667	8.166667	18.000000	14.000000	23.500000	94.602519	244.625875	29.037333	-144.733733	-192.519500	-613.444667	-14.627436	-16.945333	40.585000	20.451667	-15.705417
UG037_8__VRC03	12.1	-1492.678570	-470.615845	1751.776533	-30.143285	17.166667	14.500000	-3.386500	24.500000	9.166667	8.000000	19.166667	14.500000	23.833333	94.476470	243.497958	23.930500	-291.849890	-217.844000	-683.948000	-15.797482	-17.098000	40.873333	18.788333	-14.190283
VI1090__VRC03	0.04	-1754.955354	-491.139353	2008.400649	-30.424306	15.333333	13.666667	-6.497167	27.666667	11.000000	10.166667	20.166667	16.666667	21.666667	96.916456	242.974919	26.859167	-173.949150	-216.584000	-632.672000	-16.472267	-16.617667	41.010000	19.993333	-17.325950
VI1090_N276D__VRC03	0.01	-1506.114136	-487.885733	1781.556077	-29.571868	13.833333	12.166667	-5.915543	28.166667	9.333333	9.166667	18.833333	18.000000	23.166667	97.182425	243.097760	26.924167	-147.274483	-194.360667	-583.627333	-15.414971	-16.743333	41.125000	20.080000	-14.051112
WEAU_D15_410__VRC03	0.12	-1043.877453	-467.522927	1341.425421	-28.887873	13.833333	12.333333	-4.233037	24.000000	10.333333	10.666667	18.666667	14.000000	23.666667	95.026938	246.563208	31.332833	-103.052693	-165.883333	-551.913500	-14.776604	-16.568333	40.981667	20.941667	-11.096945
X1193_C1__VRC03	0.04	-1388.797759	-500.671871	1670.606045	-31.217498	15.000000	13.666667	-6.389013	29.833333	7.500000	12.500000	19.833333	14.333333	25.500000	97.229658	247.178173	22.681667	-173.482296	-190.442000	-637.559833	-16.532629	-18.864667	40.821667	21.561667	-12.349770
X1632_S2_B10__VRC03	0.08	-1091.784852	-497.255707	1381.046945	-30.671900	14.666667	13.333333	-6.316315	27.500000	8.166667	12.333333	19.666667	14.833333	25.333333	97.232284	245.803287	25.268000	-135.161073	-162.221000	-576.326167	-16.277143	-18.651000	40.383333	20.790000	-12.006143
